timestamp,action,price,direction,reason,size_usd,fee,units
2026-08-25T23:53:23.810193+00:00,BUY,29151.075135357365,long,,200,0.0068,0.0068605771509754054
2026-08-26T01:51:47.768489+00:00,SELL,29121.829321670564,long,stop_loss,200,0.0068,0.006867700438418992
2026-09-11T19:59:26.439946+00:00,SELL,29370.14318801081,short,,200,0.0068,0.00680963653189277
2026-09-13T23:28:40.012639+00:00,BUY,29285.40532950128,short,take_profit,200,0.0068,0.006829108142769414
2026-09-25T21:47:25.598294+00:00,SELL,30635.02847842162,short,,200,0.0068,0.00652847442726792
