timestamp,open,high,low,close,volume
2026-08-20 14:45:00,1.16885,1.16905,1.16847,1.16884,763
2026-08-20 15:00:00,1.16885,1.1695000000000002,1.16865,1.16873,813
2026-08-20 15:15:00,1.16872,1.16913,1.168435,1.1687,704
2026-08-20 15:30:00,1.16873,1.16887,1.16816,1.1682800000000002,979
2026-08-20 15:45:00,1.1682899999999998,1.16835,1.1674600000000002,1.1675,912
2026-08-20 16:00:00,1.16751,1.16791,1.16718,1.16723,817
2026-08-20 16:15:00,1.16724,1.16811,1.1670600000000002,1.16792,941
2026-08-20 16:30:00,1.16793,1.1682199999999998,1.16786,1.1681,634
2026-08-20 16:45:00,1.16811,1.16853,1.168,1.1683400000000002,813
2026-08-20 17:00:00,1.16831,1.16933,1.167695,1.16832,1788
2026-08-20 17:15:00,1.16833,1.16844,1.167585,1.16844,1009
2026-08-20 17:30:00,1.16845,1.1685,1.1671900000000002,1.167325,949
2026-08-20 17:45:00,1.16732,1.1680100000000002,1.16725,1.1678799999999998,783
2026-08-20 18:00:00,1.16791,1.1680199999999998,1.1674000000000002,1.16748,551
2026-08-20 18:15:00,1.16749,1.16769,1.16728,1.1673,490
2026-08-20 18:30:00,1.16729,1.16735,1.16697,1.16701,573
2026-08-20 18:45:00,1.1669999999999998,1.16748,1.16698,1.16738,432
2026-08-20 19:00:00,1.16736,1.16755,1.1670699999999998,1.16713,389
2026-08-20 19:15:00,1.16718,1.16737,1.16697,1.1673499999999999,341
2026-08-20 19:30:00,1.1673399999999998,1.1674699999999998,1.16704,1.16724,294
2026-08-20 19:45:00,1.1672500000000001,1.1674699999999998,1.16715,1.1674699999999998,293
2026-08-20 20:00:00,1.1674799999999999,1.16763,1.1672099999999999,1.1673,457
2026-08-20 20:15:00,1.16729,1.1673399999999998,1.16708,1.16718,271
2026-08-20 20:30:00,1.1671999999999998,1.1674699999999998,1.16718,1.1673399999999998,231
2026-08-20 20:45:00,1.1673300000000002,1.16765,1.1673200000000001,1.1676199999999999,274
2026-08-20 21:00:00,1.1676099999999998,1.1676700000000002,1.1673399999999998,1.16763,273
2026-08-20 21:15:00,1.16764,1.1678000000000002,1.1675900000000001,1.1676199999999999,214
2026-08-20 21:30:00,1.1676099999999998,1.1678000000000002,1.16757,1.16771,149
