timestamp,open,high,low,close,volume
2026-08-16,1.15699,1.15705,1.156325,1.1565249999999998,558
2026-08-17,1.156625,1.16146,1.15633,1.157735,37562
2026-08-18,1.1577700000000002,1.1588699999999998,1.156655,1.157335,33711
2026-08-19,1.157335,1.1679249999999999,1.15694,1.16756,66248
2026-08-20,1.1675550000000001,1.17109,1.16696,1.16784,48329
